date	idc	idr	price
2016-12-02 19:47:45.068274	4ba0b473-f8ca-4466-a65b-40e9b8ba5029	b7db0ac9-86a1-46f9-98ac-f1f8eb54072d	75.0
2016-12-02 19:47:45.068274	4ba0b473-f8ca-4466-a65b-40e9b8ba5029	a65f721a-de11-4a01-be71-b26e2da3ac00	65.0
2016-12-07 19:47:45.068274	f44b004b-b01e-4835-b86d-1a42846c6d93	644b1236-b9ee-4ef5-8ca7-d1adadb547c8	75.0
2016-12-17 19:47:45.068274	f44b004b-b01e-4835-b86d-1a42846c6d93	aff6ac9e-5dd0-434e-9888-f724f6d40969	80.0
2017-01-07 19:47:45.068274	f44b004b-b01e-4835-b86d-1a42846c6d93	9ca87507-aa95-49a9-88b3-86ec9fbc44d6	80.0
2016-11-19 19:47:45.068274	304895f0-f686-4b0e-8854-a705bb5a6982	e479435e-053a-442d-ad36-81f1f34200ab	75.0
2016-12-18 19:47:45.068274	3f0d31d2-0ef4-4e7e-b876-07d10225cc8c	7f382997-9e81-456c-8116-b7ef438002a7	95.0
2016-11-20 19:47:45.068274	f29273f4-a76c-4158-b5f5-b3e5a080a0c7	4f004f65-1382-4305-8b55-052b0fdcda9c	100.0
2016-11-20 19:47:45.068274	f29273f4-a76c-4158-b5f5-b3e5a080a0c7	91e50a10-6e51-456c-a56c-36ced4c5181a	80.0
2016-12-06 19:47:45.068274	dfc8cf34-37d6-4376-ba7c-e94bafbf19f0	a95e8697-0cdb-49bc-b57f-398c29c14161	75.0
2016-11-27 19:47:45.068274	2384f13f-ecef-4472-8b23-71e153dcfa53	8ab1ac5c-621e-473c-a6b7-f966a26b8926	85.0
2016-12-22 19:47:45.068274	2384f13f-ecef-4472-8b23-71e153dcfa53	3777c14f-2c37-420c-a9d0-d5a07c6d620b	75.0
2017-01-01 19:47:45.068274	2384f13f-ecef-4472-8b23-71e153dcfa53	e11ef2ea-ccf8-4e4a-9f10-a946beacd9c5	95.0
2016-11-18 19:47:45.068274	7ffb8a8b-a829-41f1-9572-2985ee9ba05e	7aa19f4a-dc04-4a56-9a25-229aab3a26ac	85.0
2016-11-27 19:47:45.068274	7ffb8a8b-a829-41f1-9572-2985ee9ba05e	88bb7f0e-dff1-4841-8d22-ffcc943032c7	105.0
2016-12-17 19:47:45.068274	7ffb8a8b-a829-41f1-9572-2985ee9ba05e	1e512e33-3154-473b-8a20-007f36700428	80.0
2016-11-22 19:47:45.068274	348bac2b-8d5e-4210-9434-49199bab74cb	2c87d6c1-28ca-462b-8403-03933bc633c8	75.0
2016-11-26 19:47:45.068274	348bac2b-8d5e-4210-9434-49199bab74cb	b9fe4c74-69a7-4b6a-9163-b60ad43ab351	70.0
2016-12-20 19:47:45.068274	348bac2b-8d5e-4210-9434-49199bab74cb	93a5798a-d145-4d2e-a11b-f0c08a59860f	75.0
2017-01-02 19:47:45.068274	348bac2b-8d5e-4210-9434-49199bab74cb	a189be07-e2aa-492a-b9eb-1af0a74a7b3d	75.0
2016-11-26 19:47:45.068274	68ae444e-ec94-43b3-bf60-a8f81e9a0100	8826f5df-3549-4c67-971c-81b3d129a2f1	75.0
2016-12-08 19:47:45.068274	68ae444e-ec94-43b3-bf60-a8f81e9a0100	056fc50f-4333-4028-aa27-9cb5513d7165	80.0
2016-12-10 19:47:45.068274	68ae444e-ec94-43b3-bf60-a8f81e9a0100	1e5df152-a6a4-4df7-955c-85c85c2bb33d	75.0
2016-12-03 19:47:45.068274	2fc1f9d4-64e7-4b31-ad9d-ea8e09f421c4	9658897a-2757-4b33-bee4-54ab78beb7fa	70.0
2016-12-10 19:47:45.068274	2fc1f9d4-64e7-4b31-ad9d-ea8e09f421c4	a51a04b7-94ed-4c95-b826-e84a5b6ee303	70.0
2016-12-26 19:47:45.068274	2fc1f9d4-64e7-4b31-ad9d-ea8e09f421c4	110b44e0-c5b2-4ec7-a7ed-85ec9184ff74	65.0
2017-01-05 19:47:45.068274	2fc1f9d4-64e7-4b31-ad9d-ea8e09f421c4	2cd9a32b-a16a-449d-88d6-03430aa09529	65.0
2016-12-30 19:47:45.068274	0153b785-9acd-4d28-aad1-62f8bf2faea3	b2eef588-c708-4916-8339-30576c528a29	75.0
2016-11-19 19:47:45.068274	47e415f0-f4e9-40c5-a59d-adc4c0621c8a	b59965ad-2401-485e-9df4-002de4e83869	75.0
2016-12-16 19:47:45.068274	47e415f0-f4e9-40c5-a59d-adc4c0621c8a	84e70281-d23c-462b-af39-38a89f28d09e	70.0
2016-12-16 19:47:45.068274	47e415f0-f4e9-40c5-a59d-adc4c0621c8a	2b5e3ead-cdd6-4526-8c85-b1f8382ac118	60.0
2016-12-01 19:47:45.068274	9d81079d-167a-4cc1-9ae0-b10dfa2415d1	3aa6c681-de28-4ff6-a941-8d1ab58b8039	75.0
2016-11-18 19:47:45.068274	14fbc7ee-aa28-44b3-a797-ddcb11526573	19630baa-4041-427a-b24c-5167593940e6	70.0
2016-11-23 19:47:45.068274	7391c06c-fd92-4775-99c8-e05fc7f14dd5	bb4a54ed-0629-47fb-965e-a47804155c96	80.0
2016-12-19 19:47:45.068274	7391c06c-fd92-4775-99c8-e05fc7f14dd5	9acdc7a4-f01c-4bd0-bf7a-a5ac1af176f6	85.0
2016-12-21 19:47:45.068274	7391c06c-fd92-4775-99c8-e05fc7f14dd5	1af0ae2f-437a-44da-acae-5d9efcb6051d	80.0
2016-12-02 19:47:45.068274	869ae684-2c65-4d59-af56-9c5c2e12f1d6	50743d49-7611-49a6-9c50-724d84d3a8dd	80.0
2016-12-02 19:47:45.068274	869ae684-2c65-4d59-af56-9c5c2e12f1d6	07638d29-0046-4a22-951b-8ec13e06b9f4	70.0
2017-01-01 19:47:45.068274	869ae684-2c65-4d59-af56-9c5c2e12f1d6	82e8f979-e79d-4df8-89f3-2dacd08395f2	100.0
2016-12-14 19:47:45.068274	110d68d7-ae9a-4264-9a7d-20b199b37703	8b207ae1-cdfd-4f37-99a3-e7601ff2b96a	75.0
2016-12-29 19:47:45.068274	110d68d7-ae9a-4264-9a7d-20b199b37703	6be7e19b-ad03-4152-8c91-de672c47dfe9	75.0
2016-12-16 19:47:45.068274	b8e83209-c7b6-41a9-bd38-7d2c8c9d8a4c	d54e3a17-3ead-4ccc-b724-257bb77fe4c5	70.0
2016-12-03 19:47:45.068274	d08db176-1a88-4634-9076-e71caca5f0a5	491c192d-fcc7-44c0-ae18-00cca85144cc	80.0
2017-01-15 19:47:45.068274	d08db176-1a88-4634-9076-e71caca5f0a5	609a5533-0a6f-4481-bc1b-9eec0a237b87	105.0
2016-12-02 19:47:45.068274	c7bf3523-95ef-4a0f-a3b4-c8b168732708	3f6b3efa-cb0e-4fb3-878f-216d1f955d91	80.0
2016-12-04 19:47:45.068274	c7bf3523-95ef-4a0f-a3b4-c8b168732708	7640c081-4967-44bb-b98f-de2df0ba0426	100.0
2016-11-30 19:47:45.068274	d1a40d24-915f-4b17-a62b-4df81ac3def6	0bb84aed-3e1f-4304-9f3d-717a288552b2	80.0
2016-12-20 19:47:45.068274	d1a40d24-915f-4b17-a62b-4df81ac3def6	a79d71f8-ed3c-4200-9795-ba06a5a9aeb5	80.0
2017-01-04 19:47:45.068274	d1a40d24-915f-4b17-a62b-4df81ac3def6	cff2c5dc-facb-4a53-945d-1e04b88501f4	75.0
2016-12-18 19:47:45.068274	8b969a7a-4175-4c5c-96ff-3b00bb63ef99	ff5c7cc5-5654-46ef-bc46-3da5d2ae13fb	105.0
2017-01-12 19:47:45.068274	8b969a7a-4175-4c5c-96ff-3b00bb63ef99	5ec84270-364b-4067-9ca6-7e777f54a144	90.0
2016-12-11 19:47:45.068274	39eb901d-c4c4-40d3-9601-e1de1bdc8e95	3f4b8ad6-9a20-420a-8a4a-9ab7dedf75e0	100.0
2017-01-05 19:47:45.068274	39eb901d-c4c4-40d3-9601-e1de1bdc8e95	dc995095-b502-4755-b828-edb4d937053f	80.0
2016-11-18 19:47:45.068274	92d006fa-0cec-41a0-a2d3-514afa5e07fe	b68568ff-adf3-4733-a745-f8cf1d7b0820	70.0
2016-11-29 19:47:45.068274	92d006fa-0cec-41a0-a2d3-514afa5e07fe	83c0b5c0-f6fe-49b1-a438-c5772de26df2	70.0
2016-11-20 19:47:45.068274	ba85dbcd-d543-4183-8b2e-a48cc0ded868	843ddca0-7b32-4350-861e-fe733df1900d	95.0
2016-12-06 19:47:45.068274	ba85dbcd-d543-4183-8b2e-a48cc0ded868	a5f7ed92-09f6-4b8f-b001-716b0359c729	80.0
2016-12-03 19:47:45.068274	a57cf4a8-b5b4-4b99-83b8-5720b5eb6196	c3f21c12-59b2-4a98-8e19-e230e66126f3	70.0
2016-12-05 19:47:45.068274	a57cf4a8-b5b4-4b99-83b8-5720b5eb6196	4b5fe321-1300-4489-9898-2bd0e93cecd2	60.0
2016-12-23 19:47:45.068274	a57cf4a8-b5b4-4b99-83b8-5720b5eb6196	9deda547-278a-424f-86c2-1fdaeef7f729	65.0
2017-01-10 19:47:45.068274	a57cf4a8-b5b4-4b99-83b8-5720b5eb6196	8af46fd9-8e60-4429-a31c-0026f8a97042	65.0
2016-12-04 19:47:45.068274	9e231521-fa2a-4cb2-9010-c550cc48e1db	ae122522-8dc8-40c8-bf1c-3d7109261f4b	90.0
2016-12-13 19:47:45.068274	9e231521-fa2a-4cb2-9010-c550cc48e1db	f4bbea8b-cae9-4f11-bb5c-32696163c9a9	70.0
2016-12-14 19:47:45.068274	9e231521-fa2a-4cb2-9010-c550cc48e1db	ece4bdfd-ffb8-4bfa-9ca1-86628521eaa2	70.0
2016-12-03 19:47:45.068274	37f9374e-89ed-4642-b73f-4fa25b67c761	e3886bd9-f8d4-4390-9a0b-f59198e23509	70.0
2016-12-03 19:47:45.068274	37f9374e-89ed-4642-b73f-4fa25b67c761	eb489a6e-2457-4049-ae02-0e2b815bb3c0	60.0
2016-11-30 19:47:45.068274	d8182ecc-0e45-4481-ab41-61a3f175ef44	00ce5aa0-0ab3-41dd-9555-8ea72a74c0bb	90.0
2016-12-20 19:47:45.068274	d8182ecc-0e45-4481-ab41-61a3f175ef44	87a1994b-c013-4a47-a0fb-7785f080099e	85.0
2016-11-29 19:47:45.068274	5946198c-c8e5-4c5b-bab6-ce4399a2877c	e3abc11e-a4ae-4f61-9a94-6cfd62048183	70.0
2016-12-22 19:47:45.068274	a25d166a-6b1a-49c8-9834-c5648410b331	20a69c92-10ee-40b2-90c3-f04e1ea24eab	80.0
2016-12-02 19:47:45.068274	ad0a63af-7451-43ff-8d8d-a53f2c27c8a4	b3033d77-307d-4f6a-891b-ceec9a2c4609	75.0
2016-12-06 19:47:45.068274	ad0a63af-7451-43ff-8d8d-a53f2c27c8a4	0dc18409-3bf7-462d-bd84-b8020d64d835	75.0
2016-12-20 19:47:45.068274	ad0a63af-7451-43ff-8d8d-a53f2c27c8a4	7dc47ab5-b3e2-4c4f-a646-f28bc82ed407	75.0
2017-01-06 19:47:45.068274	ad0a63af-7451-43ff-8d8d-a53f2c27c8a4	38e71d03-8eb4-4fc5-bf65-b0cee46e4f50	70.0
2016-11-18 19:47:45.068274	d8013e44-2582-4c11-9738-edd0126cee20	cff55d96-8149-4626-b536-f61eced65775	70.0
2016-12-08 19:47:45.068274	d8013e44-2582-4c11-9738-edd0126cee20	41ec7fac-9bd4-443f-9374-6793efdb2cf6	75.0
2016-12-18 19:47:45.068274	d8013e44-2582-4c11-9738-edd0126cee20	5b16fafe-1cd9-46e5-a27f-541473dbd37d	90.0
2017-01-05 19:47:45.068274	d8013e44-2582-4c11-9738-edd0126cee20	e007f7ff-50a7-49df-a007-047be7042b3e	70.0
2016-11-22 19:47:45.068274	e456deb0-1a1d-4367-b472-9d631eeda985	9973b7d6-3264-43c4-b5d8-1795cda4cac4	75.0
