4.0	0.914463569
2.0	0.905823008
1.0	0.963522848
2.0	0.670092495
5.0	0.336379625
1.0	0.274694372
5.0	0.695436159
2.0	0.697006299
4.0	0.215369584
2.0	0.789767961
4.0	0.775745132
4.0	0.467967901
4.0	0.507032858
4.0	0.242186888
2.0	0.956264797
2.0	0.539691235
4.0	0.604891792
2.0	0.104342764
2.0	0.852556425
1.0	0.751996771
1.0	0.580641012
4.0	0.537862634
4.0	0.833481335
2.0	0.624281428
2.0	0.986446601
4.0	0.728151043
1.0	0.792848245
4.0	0.024834201
1.0	0.69290783
1.0	0.29437785
0.0	0.919712971
4.0	0.797793087
4.0	0.001789793
4.0	0.297407456
4.0	0.931062083
4.0	0.959832308
4.0	0.696317074
1.0	0.093833839
2.0	0.398088783
4.0	0.213552634
1.0	0.466614475
0.0	0.917718724
3.0	0.472739299
4.0	0.392290332
1.0	0.466526423
4.0	0.366324795
2.0	0.031447035
4.0	0.573734247
4.0	0.458379535
2.0	0.892135739
4.0	0.689895276
4.0	0.282954586
4.0	0.664258879
4.0	0.170052009
5.0	0.034527557
4.0	0.241259934
1.0	0.418090033
4.0	0.981952902
2.0	0.359921934
1.0	0.445412701
2.0	0.625527045
4.0	0.424278961
6.0	0.832772512
4.0	0.832764506
2.0	0.848958941
5.0	0.326959461
2.0	0.328740589
4.0	0.879399818
2.0	0.655570234
3.0	0.951987042
3.0	0.592233029
1.0	0.957849006
3.0	0.846065168
2.0	0.841761659
1.0	0.595428738
4.0	0.382702511
2.0	0.129467514
4.0	0.47873635
2.0	0.195723571
5.0	0.341795669
4.0	0.850988112
4.0	0.819271235
3.0	0.382383148
4.0	0.611862209
4.0	0.429194025
1.0	0.346231131
1.0	0.130227399
5.0	0.149950039
1.0	0.797224535
4.0	0.936939192
4.0	0.512235146
4.0	0.587650061
4.0	0.041700097
4.0	0.644560871
4.0	0.326424846
4.0	0.411843642
2.0	0.898582435
5.0	0.808738679
0.0	0.407571652
4.0	0.007599823
1.0	0.562909721
4.0	0.584726215
0.0	0.790928617
4.0	0.269242795
5.0	0.100339205
4.0	0.454231652
4.0	0.638088194
5.0	0.316306245
2.0	0.063721021
1.0	0.57587578
4.0	0.862852193
2.0	0.7678851
4.0	0.589427679
4.0	0.122982551
4.0	0.95417488
2.0	0.31310083
4.0	0.10653716
3.0	0.664466611
4.0	0.554935376
4.0	0.634482285
4.0	0.926787331
3.0	0.59443082
0.0	0.196721987
1.0	0.978335469
4.0	0.022905996
4.0	0.403814283
2.0	0.152140599
4.0	0.941610315
1.0	0.092961156
4.0	0.966284957
4.0	0.433887763
1.0	0.534866045
4.0	0.000589914
4.0	0.464739713
6.0	0.035683452
2.0	0.693035554
4.0	0.075427994
3.0	0.489859001
4.0	0.259309075
4.0	0.26034359
4.0	0.106987914
4.0	0.402789315
3.0	0.661448694
1.0	0.394318035
4.0	0.605935111
2.0	0.053529357
4.0	0.313168376
4.0	0.260915298
4.0	0.426702443
2.0	0.786180181
4.0	0.944694737
2.0	0.572326967
4.0	0.634534028
1.0	0.718390057
2.0	0.197519779
4.0	0.204326455
4.0	0.188661192
4.0	0.640044477
3.0	0.617957632
4.0	0.937702697
1.0	0.102267919
4.0	0.817724219
1.0	0.493453192
4.0	0.93560539
1.0	0.130948939
4.0	0.913009574
4.0	0.307975432
4.0	0.761500156
2.0	0.525717636
4.0	0.331727214
4.0	0.645265139
1.0	0.561605322
1.0	0.423891166
2.0	0.13467968
5.0	0.407748242
5.0	0.997090812
4.0	0.611974732
4.0	0.355369739
2.0	0.95976489
4.0	0.957456656
4.0	0.089472852
1.0	0.665678074
2.0	0.678226028
5.0	0.9210996
4.0	0.290623424
4.0	0.809084852
1.0	0.970593083
2.0	0.376856725
6.0	0.930781104
5.0	0.011802894
4.0	0.85376322
1.0	0.408783682
5.0	0.293652517
4.0	0.928401959
4.0	0.096251293
4.0	0.049598655
2.0	0.500707289
1.0	0.880700846
2.0	0.41546342
1.0	0.118097283
4.0	0.100365634
1.0	0.276356256
4.0	0.045203293
4.0	0.833427391
2.0	0.014833902
2.0	0.248086575
2.0	0.02266976
5.0	0.156770267
2.0	0.734712597
2.0	0.338367791
1.0	0.755897708
1.0	0.066867696
4.0	0.966569815
1.0	0.091181087
4.0	0.872661366
5.0	0.578768347
2.0	0.665758648
5.0	0.655090393
4.0	0.600982678
0.0	0.772796353
2.0	0.69863904
1.0	0.88804072
4.0	0.836774482
1.0	0.734222225
3.0	0.480055568
4.0	0.517676588
1.0	0.60299445
4.0	0.633422603
5.0	0.589123113
4.0	0.053805501
1.0	0.585998731
5.0	0.761665838
4.0	0.928017319
3.0	0.917203888
2.0	0.596670527
2.0	0.353427457
4.0	0.658246575
4.0	0.61371382
4.0	0.783180933
4.0	0.404370235
4.0	0.374330204
2.0	0.871728494
6.0	0.821923724
4.0	0.270146197
4.0	0.542160224
5.0	0.033896502
2.0	0.814269975
2.0	0.219260403
4.0	0.182081594
2.0	0.063378064
4.0	0.976876163
2.0	0.023713208
4.0	0.628260589
4.0	0.192615577
2.0	0.493624848
5.0	0.891206868
4.0	0.310408828
2.0	0.946774934
1.0	0.080598167
4.0	0.046842153
